Motif,Pays Origine,Pays Destination,Distance,Facteur d'extrapolation
Domicile,Luxembourg,Allemagne,26.8,6.682920497
Domicile,Luxembourg,Allemagne,37.1,6.716284158
Domicile,Luxembourg,Allemagne,29,6.716284158
Domicile,Luxembourg,Allemagne,51.3,6.937073246
Domicile,Luxembourg,Allemagne,37.9,7.091908594
Domicile,Luxembourg,Allemagne,51.4,7.226680151
Domicile,Luxembourg,Allemagne,47.1,7.754910278
Domicile,Luxembourg,Allemagne,42.5,7.831449374
Domicile,Luxembourg,Allemagne,59.8,7.831449374
Domicile,Luxembourg,Allemagne,51.9,7.923016939
Domicile,Luxembourg,Allemagne,39.1,7.923016939
Domicile,Luxembourg,Allemagne,34.3,7.96257163
Domicile,Luxembourg,Allemagne,29,7.96257163
Domicile,Luxembourg,Allemagne,16.8,8.237333182
Domicile,Luxembourg,Allemagne,24.9,8.241704166
Domicile,Luxembourg,Allemagne,35.6,8.795117413
Domicile,Luxembourg,Allemagne,24.5,8.957725391
Domicile,Luxembourg,Allemagne,25.1,8.957725391
Domicile,Luxembourg,Allemagne,64.7,8.957725391
Domicile,Luxembourg,Allemagne,14.8,9.083852275
Domicile,Luxembourg,Allemagne,26.9,9.083852275
Domicile,Luxembourg,Allemagne,62.3,9.331131757
Domicile,Luxembourg,Allemagne,34.3,9.364240594
Domicile,Luxembourg,Allemagne,26.9,9.496091307
Domicile,Luxembourg,Allemagne,54.6,9.51660704
Domicile,Luxembourg,Allemagne,51.3,9.525510169
Domicile,Luxembourg,Allemagne,14.1,9.533197894
Domicile,Luxembourg,Allemagne,23.9,9.74098098
Domicile,Luxembourg,Allemagne,20,9.771051706
Domicile,Luxembourg,Allemagne,49.8,9.771051706
Domicile,Luxembourg,Allemagne,13.4,9.871908193
Domicile,Luxembourg,Allemagne,40.6,9.894071199
Domicile,Luxembourg,Allemagne,32.1,10.03177494
Domicile,Luxembourg,Allemagne,27.9,10.13700728
Domicile,Luxembourg,Allemagne,28.4,10.21130924
Domicile,Luxembourg,Allemagne,27.9,10.53784599
Domicile,Luxembourg,Allemagne,59.6,11.09005516
Domicile,Luxembourg,Allemagne,12.9,11.09005516
Domicile,Luxembourg,Allemagne,59.6,11.09005516
Domicile,Luxembourg,Allemagne,24.4,11.8511837
Domicile,Luxembourg,Allemagne,37.1,12.01805116
Domicile,Luxembourg,Allemagne,27.9,12.01805116
Domicile,Luxembourg,Allemagne,30.4,12.01805116
Domicile,Luxembourg,Allemagne,38,12.82849947
Domicile,Luxembourg,Allemagne,40.8,12.82849947
Domicile,Luxembourg,Allemagne,49.9,14.08683945
Domicile,Luxembourg,Allemagne,52.2,14.23805435
Domicile,Luxembourg,Allemagne,25.3,14.69457548
Domicile,Luxembourg,Allemagne,35.8,14.94350009
Domicile,Luxembourg,Allemagne,73.4,16.52407872
Domicile,Luxembourg,Allemagne,81.6,16.54896237
Domicile,Luxembourg,Allemagne,31.4,18.46336542
Domicile,Luxembourg,Allemagne,70.4,19.39169544
Domicile,Luxembourg,Allemagne,41.7,19.64014051
Domicile,Luxembourg,Allemagne,23.7,19.91667832
Domicile,Luxembourg,Allemagne,25.3,20.27165378
Domicile,Luxembourg,Allemagne,46,20.5054091
Domicile,Luxembourg,Allemagne,45.8,20.81844205
Domicile,Luxembourg,Allemagne,50.3,21.36984046
Domicile,Luxembourg,Allemagne,50.8,21.63991134
Domicile,Luxembourg,Allemagne,55.6,21.89448599
Domicile,Luxembourg,Allemagne,47.4,22.05962373
Domicile,Luxembourg,Allemagne,34.9,22.05962373
Domicile,Luxembourg,Allemagne,43.7,22.47964567
Domicile,Luxembourg,Allemagne,66.7,22.47964567
Domicile,Luxembourg,Allemagne,37.2,22.70622864
Domicile,Luxembourg,Allemagne,60.9,22.70622864
Domicile,Luxembourg,Allemagne,39.5,23.23207074
Domicile,Luxembourg,Allemagne,30.6,23.23207074
Domicile,Luxembourg,Allemagne,64.1,23.25380518
Domicile,Luxembourg,Allemagne,55.2,23.73516243
Domicile,Luxembourg,Allemagne,28.2,26.15305278
Domicile,Luxembourg,Allemagne,35.3,27.54306147
Domicile,Luxembourg,Allemagne,54.5,30.07659521
Domicile,Luxembourg,Allemagne,26.1,30.59804831
Domicile,Luxembourg,Allemagne,44.8,31.66908185
Domicile,Luxembourg,Allemagne,62.8,31.95318077
Domicile,Luxembourg,Allemagne,58.7,33.56358684
Domicile,Luxembourg,Allemagne,53.4,35.13889591
Domicile,Luxembourg,Allemagne,28.4,35.13889591
Domicile,Luxembourg,Allemagne,78.2,36.22964691
Domicile,Luxembourg,Allemagne,50.9,37.54566168
Domicile,Luxembourg,Allemagne,22,42.51700144
Domicile,Allemagne,Allemagne,11.5,63.47302356
Domicile,Luxembourg,Allemagne,49.6,152.9258439
Domicile,Luxembourg,Allemagne,63.7,9.5656955
Domicile,Luxembourg,Allemagne,27.9,10.14649082
Domicile,Luxembourg,Allemagne,19.8,77.90760315
Domicile,Luxembourg,Allemagne,65.5,6.827639483
Domicile,Luxembourg,Allemagne,36.2,8.241704166
Domicile,Luxembourg,Allemagne,34,8.386030739
Domicile,Luxembourg,Allemagne,31.5,8.567598583
Domicile,Luxembourg,Allemagne,9.5,9.364240594
Domicile,Luxembourg,Allemagne,12.9,9.475873567
Domicile,Luxembourg,Allemagne,24,9.51660704
Domicile,Luxembourg,Allemagne,56.9,9.552012261
Domicile,Luxembourg,Allemagne,30.6,9.626941507
Domicile,Luxembourg,Allemagne,36.3,9.880592054
Domicile,Luxembourg,Allemagne,19.7,10.13700728
Domicile,Allemagne,Allemagne,9.7,10.13700728
Domicile,Luxembourg,Allemagne,28,11.73003536
Domicile,Luxembourg,Allemagne,12.9,17.5884868
Domicile,Luxembourg,Allemagne,12.3,19.39169544
Domicile,Luxembourg,Allemagne,52.1,20.81844205
Domicile,Luxembourg,Allemagne,80.6,20.81844205
Domicile,Luxembourg,Allemagne,30.8,22.05962373
Domicile,Luxembourg,Allemagne,58.1,22.70622864
Domicile,Luxembourg,Allemagne,33.9,24.31535152
Domicile,Luxembourg,Allemagne,33.3,33.56358684
Domicile,Luxembourg,Allemagne,15.2,3.189969231
Domicile,Luxembourg,Allemagne,4.3,5.122733991
Domicile,Luxembourg,Allemagne,48.3,5.919406424
Domicile,Allemagne,Allemagne,14.1,8.975368656
Domicile,Luxembourg,Allemagne,49.4,9.814449483
Domicile,Luxembourg,Allemagne,26,12.01805116
Domicile,Luxembourg,Allemagne,30.5,12.5408
Domicile,Luxembourg,Allemagne,49,19.91667832
Domicile,Luxembourg,Allemagne,40.8,21.89448599
Domicile,Luxembourg,Allemagne,34.9,22.05962373
Domicile,Luxembourg,Allemagne,58,22.42258347
Domicile,Luxembourg,Allemagne,37.1,6.716284158
Domicile,Luxembourg,Allemagne,57.4,6.716284158
Domicile,Luxembourg,Allemagne,80.5,7.673194992
Domicile,Luxembourg,Allemagne,64.7,7.747717749
Domicile,Luxembourg,Allemagne,19.7,9.083852275
Domicile,Luxembourg,Allemagne,32.7,9.247753207
Domicile,Luxembourg,Allemagne,57.3,9.552183305
Domicile,Luxembourg,Allemagne,75.2,9.758861576
Domicile,Luxembourg,Allemagne,28.3,9.771051706
Domicile,Luxembourg,Allemagne,64,9.894071199
Domicile,Luxembourg,Allemagne,15.8,10.13700728
Domicile,Luxembourg,Allemagne,19.7,10.13700728
Domicile,Allemagne,Allemagne,1.5,10.13700728
Domicile,Luxembourg,Allemagne,24.6,10.21272709
Domicile,Luxembourg,Allemagne,40.6,10.2853037
Domicile,Luxembourg,Allemagne,31.8,10.35652469
Domicile,Luxembourg,Allemagne,37,10.61318211
Domicile,Luxembourg,Allemagne,44.8,11.8511837
Domicile,Luxembourg,Allemagne,23.9,11.8511837
Domicile,Luxembourg,Allemagne,56.9,12.01805116
Domicile,Luxembourg,Allemagne,35.7,12.01805116
Domicile,Luxembourg,Allemagne,19.7,12.01805116
Domicile,Luxembourg,Allemagne,24.9,12.10614074
Domicile,Luxembourg,Allemagne,22.6,12.10614074
Domicile,Luxembourg,Allemagne,21.1,12.10614074
Domicile,Luxembourg,Allemagne,25.3,12.10614074
Domicile,Luxembourg,Allemagne,18.6,14.27038786
Domicile,Luxembourg,Allemagne,24.2,14.67228288
Domicile,Luxembourg,Allemagne,41.2,14.69457548
Domicile,Luxembourg,Allemagne,44.2,16.15240869
Domicile,Luxembourg,Allemagne,38.6,17.27603764
Domicile,Luxembourg,Allemagne,39.7,18.02507125
Domicile,Luxembourg,Allemagne,39.2,18.43983161
Domicile,Luxembourg,Allemagne,27,18.46336542
Domicile,Luxembourg,Allemagne,50.8,19.43936982
Domicile,Luxembourg,Allemagne,45.3,20.81844205
Domicile,Luxembourg,Allemagne,16.7,21.63991134
Domicile,Luxembourg,Allemagne,24,22.05962373
Domicile,Luxembourg,Allemagne,37.3,22.05962373
Domicile,Luxembourg,Allemagne,75.9,22.70622864
Domicile,Luxembourg,Allemagne,52.1,23.23207074
Domicile,Luxembourg,Allemagne,40.4,23.23207074
Domicile,Luxembourg,Allemagne,17.1,23.23207074
Domicile,Luxembourg,Allemagne,29,23.23207074
Domicile,Luxembourg,Allemagne,48,23.23207074
Domicile,Luxembourg,Allemagne,43.1,27.54306147
Domicile,Luxembourg,Allemagne,46.2,27.54306147
Domicile,Luxembourg,Allemagne,61.1,27.54306147
Domicile,Luxembourg,Allemagne,40.7,27.54306147
Domicile,Luxembourg,Allemagne,56,28.37891434
Domicile,Luxembourg,Allemagne,36.2,63.47302356
Domicile,Luxembourg,Allemagne,15.4,92.27796851
Domicile,Luxembourg,Allemagne,13.6,6.498761551
Domicile,Luxembourg,Allemagne,31.5,10.21272709
Domicile,Allemagne,Allemagne,11.5,26.15305278
Domicile,Luxembourg,Allemagne,7.9,3.189969231
Domicile,Luxembourg,Allemagne,23.3,3.334734886
Domicile,Luxembourg,Allemagne,85.3,3.602805545
Domicile,Luxembourg,Allemagne,60.7,3.927485636
Domicile,Luxembourg,Allemagne,13.5,3.927485636
Domicile,Luxembourg,Allemagne,76,3.986671551
Domicile,Luxembourg,Allemagne,6.6,4.196484179
Domicile,Luxembourg,Allemagne,10.3,4.220369535
Domicile,Luxembourg,Allemagne,16.8,4.283352029
Domicile,Luxembourg,Allemagne,18.6,4.970542274
Domicile,Luxembourg,Allemagne,63.6,5.979339526
Domicile,Luxembourg,Allemagne,55.1,5.988617832
Domicile,Luxembourg,Allemagne,37.1,6.018515272
Domicile,Luxembourg,Allemagne,39.2,6.018515272
Domicile,Luxembourg,Allemagne,25.6,6.291644649
Domicile,Luxembourg,Allemagne,61.8,6.635924882
Domicile,Luxembourg,Allemagne,37.3,6.716284158
Domicile,Luxembourg,Allemagne,32.1,6.716284158
Domicile,Luxembourg,Allemagne,34.7,6.716284158
Domicile,Luxembourg,Allemagne,21.4,6.981860241
Domicile,Luxembourg,Allemagne,23.4,6.9941242
Domicile,Luxembourg,Allemagne,62,7.165437243
Domicile,Luxembourg,Allemagne,57.4,7.405274414
Domicile,Luxembourg,Allemagne,62,7.405274414
Domicile,Luxembourg,Allemagne,40.8,7.96257163
Domicile,Luxembourg,Allemagne,39.2,7.96257163
Domicile,Luxembourg,Allemagne,6.4,8.241704166
Domicile,Allemagne,Allemagne,11.5,8.413308669
Domicile,Luxembourg,Allemagne,39.2,8.457576615
Domicile,Luxembourg,Allemagne,45.9,8.779412333
Domicile,Luxembourg,Allemagne,9.6,8.957725391
Domicile,Luxembourg,Allemagne,66.9,9.083852275
Domicile,Luxembourg,Allemagne,54.5,9.242647952
Domicile,Luxembourg,Allemagne,7.6,9.496091307
Domicile,Luxembourg,Allemagne,34.2,9.626941507
Domicile,Luxembourg,Allemagne,17.8,9.771051706
Domicile,Luxembourg,Allemagne,26.4,9.808696536
Domicile,Luxembourg,Allemagne,20.6,9.808696536
Domicile,Luxembourg,Allemagne,19.7,9.808696536
Domicile,Luxembourg,Allemagne,53.9,9.831958568
Domicile,Luxembourg,Allemagne,62.3,9.871908193
Domicile,Luxembourg,Allemagne,11.6,10.13700728
Domicile,Luxembourg,Allemagne,27.9,10.13700728
Domicile,Luxembourg,Allemagne,77.4,10.21130924
Domicile,Luxembourg,Allemagne,47.2,10.21130924
Domicile,Luxembourg,Allemagne,44.7,10.21272709
Domicile,Luxembourg,Allemagne,45.9,10.53784599
Domicile,Luxembourg,Allemagne,46.2,10.61318211
Domicile,Luxembourg,Allemagne,61.9,11.28252817
Domicile,Luxembourg,Allemagne,35.4,11.7545274
Domicile,Luxembourg,Allemagne,22.2,11.93508304
Domicile,Luxembourg,Allemagne,19.7,12.01805116
Domicile,Luxembourg,Allemagne,18.1,12.01805116
Domicile,Luxembourg,Allemagne,22.4,12.01805116
Domicile,Luxembourg,Allemagne,26,12.01805116
Domicile,Luxembourg,Allemagne,22.6,12.01805116
Domicile,Luxembourg,Allemagne,27.9,12.10614074
Domicile,Luxembourg,Allemagne,42.9,12.54787111
Domicile,Luxembourg,Allemagne,22.5,12.62332808
Domicile,Luxembourg,Allemagne,52.7,12.97851506
Domicile,Luxembourg,Allemagne,76.2,12.97851506
Domicile,Luxembourg,Allemagne,75,13.74581474
Domicile,Luxembourg,Allemagne,38.4,14.08683945
Domicile,Luxembourg,Allemagne,32.1,14.2061607
Domicile,Luxembourg,Allemagne,69.4,14.58887149
Domicile,Luxembourg,Allemagne,30.3,14.89231992
Domicile,Luxembourg,Allemagne,96.1,14.94350009
Domicile,Luxembourg,Allemagne,54.4,16.50716397
Domicile,Luxembourg,Allemagne,47.7,16.70082229
Domicile,Luxembourg,Allemagne,28.6,16.70082229
Domicile,Luxembourg,Allemagne,19,16.88542956
Domicile,Luxembourg,Allemagne,47.2,17.67610831
Domicile,Luxembourg,Allemagne,58.8,17.80938887
Domicile,Luxembourg,Allemagne,129.6,17.84261444
Domicile,Luxembourg,Allemagne,54.6,18.69774736
Domicile,Luxembourg,Allemagne,38.7,18.69774736
Domicile,Luxembourg,Allemagne,37.3,20.66489599
Domicile,Luxembourg,Allemagne,29.9,20.81844205
Domicile,Luxembourg,Allemagne,48.9,20.86539459
Domicile,Luxembourg,Allemagne,76,21.3451711
Domicile,Luxembourg,Allemagne,53.5,21.94731327
Domicile,Luxembourg,Allemagne,55.7,22.05962373
Domicile,Luxembourg,Allemagne,12.8,22.41104928
Domicile,Luxembourg,Allemagne,35.3,22.47964567
Domicile,Luxembourg,Allemagne,73.8,22.70622864
Domicile,Luxembourg,Allemagne,93.3,23.23207074
Domicile,Luxembourg,Allemagne,35.4,23.25380518
Domicile,Luxembourg,Allemagne,26,23.73516243
Domicile,Luxembourg,Allemagne,602,26.91964302
Domicile,Luxembourg,Allemagne,53.8,27.54306147
Domicile,Luxembourg,Allemagne,65.6,33.43209073
Domicile,Luxembourg,Allemagne,9.7,42.51700144
Domicile,Luxembourg,Allemagne,66.7,53.45965729
Domicile,Luxembourg,Allemagne,23.2,57.06778901
Domicile,Luxembourg,Allemagne,63.8,58.13803231
Domicile,Luxembourg,Allemagne,46.6,68.9262449
Domicile,Luxembourg,Allemagne,102.3,8.733883675
Domicile,Luxembourg,Allemagne,18.1,9.475873567
Domicile,Luxembourg,Allemagne,56.8,16.19288279
Domicile,Luxembourg,Allemagne,27.9,19.91667832
Domicile,Luxembourg,Allemagne,22.5,30.59804831
Domicile,Luxembourg,Allemagne,68,3.189969231
Domicile,Luxembourg,Allemagne,40.9,3.2285025
Domicile,Luxembourg,Allemagne,13.1,3.559804842
Domicile,Luxembourg,Allemagne,72.5,3.602805545
Domicile,Luxembourg,Allemagne,68.6,4.192561886
Domicile,Luxembourg,Allemagne,74.7,4.970542274
Domicile,Luxembourg,Allemagne,37.1,6.716284158
Domicile,Luxembourg,Allemagne,54.4,8.527906721
Domicile,Luxembourg,Allemagne,32.1,9.247753207
Domicile,Luxembourg,Allemagne,37.2,9.496091307
Domicile,Luxembourg,Allemagne,27.9,9.496091307
Domicile,Luxembourg,Allemagne,29.6,9.496091307
Domicile,Luxembourg,Allemagne,44.3,9.5656955
Domicile,Luxembourg,Allemagne,19.7,10.13700728
Domicile,Luxembourg,Allemagne,48.8,10.13700728
Domicile,Luxembourg,Allemagne,57.3,11.73003536
Domicile,Luxembourg,Allemagne,23.9,11.8511837
Domicile,Luxembourg,Allemagne,51.8,12.01805116
Domicile,Luxembourg,Allemagne,24.9,12.01805116
Domicile,Luxembourg,Allemagne,15.1,12.01805116
Domicile,Luxembourg,Allemagne,15,14.58765131
Domicile,Luxembourg,Allemagne,19.7,14.58765131
Domicile,Luxembourg,Allemagne,45.5,14.58887149
Domicile,Luxembourg,Allemagne,70.3,20.13086412
Domicile,Luxembourg,Allemagne,32.6,21.66015626
Domicile,Luxembourg,Allemagne,76.6,23.73516243
Domicile,Luxembourg,Allemagne,36.5,26.15305278
Domicile,Allemagne,Allemagne,10.5,28.37891434
Domicile,Luxembourg,Allemagne,24.4,43.34163106
Domicile,Allemagne,Allemagne,14.5,57.06778901
Domicile,Luxembourg,Allemagne,52.2,58.13803231
Domicile,Allemagne,Allemagne,1.5,22.47964567
Domicile,Luxembourg,Allemagne,23.2,3.636892599
Domicile,Luxembourg,Allemagne,40.3,6.018515272
Domicile,Luxembourg,Allemagne,65.6,6.605684923
Domicile,Luxembourg,Allemagne,64.4,7.312169828
Domicile,Luxembourg,Allemagne,17.8,7.385456188
Domicile,Luxembourg,Allemagne,34.8,7.428648648
Domicile,Luxembourg,Allemagne,23.9,7.720619423
Domicile,Luxembourg,Allemagne,27.9,9.083852275
Domicile,Luxembourg,Allemagne,63.8,9.5656955
Domicile,Luxembourg,Allemagne,59.7,10.13700728
Domicile,Luxembourg,Allemagne,8.5,10.21272709
Domicile,Luxembourg,Allemagne,76.4,10.2766889
Domicile,Luxembourg,Allemagne,33.9,12.01805116
Domicile,Luxembourg,Allemagne,15.5,12.10614074
Domicile,Luxembourg,Allemagne,47.3,16.88542956
Domicile,Luxembourg,Allemagne,40.1,18.19420005
Domicile,Luxembourg,Allemagne,25.4,20.93905209
Domicile,Luxembourg,Allemagne,70.2,21.94731327
Domicile,Luxembourg,Allemagne,43.2,22.81515646
Domicile,Luxembourg,Allemagne,19.2,23.23207074
Domicile,Luxembourg,Allemagne,56.9,23.23207074
Domicile,Luxembourg,Allemagne,62.6,23.91540104
Domicile,Luxembourg,Allemagne,52.7,27.54306147
Domicile,Luxembourg,Allemagne,85.6,3.602805545
Domicile,Luxembourg,Allemagne,25.1,6.018515272
Domicile,Luxembourg,Allemagne,38.8,6.121877351
Domicile,Luxembourg,Allemagne,47.5,6.611864779
Domicile,Luxembourg,Allemagne,37.1,6.861725636
Domicile,Allemagne,Allemagne,20.9,6.861725636
Domicile,Luxembourg,Allemagne,90.8,7.605804883
Domicile,Luxembourg,Allemagne,38.5,7.605804883
Domicile,Luxembourg,Allemagne,5.5,7.930027523
Domicile,Luxembourg,Allemagne,17.8,8.241704166
Domicile,Luxembourg,Allemagne,23.3,8.249414578
Domicile,Luxembourg,Allemagne,52.8,9.083852275
Domicile,Luxembourg,Allemagne,27.8,9.210329411
Domicile,Luxembourg,Allemagne,51.3,9.331131757
Domicile,Luxembourg,Allemagne,19.7,9.496091307
Domicile,Luxembourg,Allemagne,24,9.51660704
Domicile,Luxembourg,Allemagne,38.3,9.51660704
Domicile,Luxembourg,Allemagne,24,9.51660704
Domicile,Luxembourg,Allemagne,37.8,9.771051706
Domicile,Luxembourg,Allemagne,45.1,9.771051706
Domicile,Luxembourg,Allemagne,32.1,9.871908193
Domicile,Luxembourg,Allemagne,21.8,10.13700728
Domicile,Luxembourg,Allemagne,21.6,10.13700728
Domicile,Luxembourg,Allemagne,19.7,10.13700728
Domicile,Luxembourg,Allemagne,14.7,10.13700728
Domicile,Luxembourg,Allemagne,29.9,10.21130924
Domicile,Luxembourg,Allemagne,71.9,10.43243567
Domicile,Luxembourg,Allemagne,27.3,10.57447836
Domicile,Luxembourg,Allemagne,28.6,11.70375974
Domicile,Luxembourg,Allemagne,19.7,12.01805116
Domicile,Luxembourg,Allemagne,19.7,12.01805116
Domicile,Luxembourg,Allemagne,12.6,12.01805116
Domicile,Luxembourg,Allemagne,25.3,12.10614074
Domicile,Luxembourg,Allemagne,64.6,12.10614074
Domicile,Luxembourg,Allemagne,33.8,13.19581484
Domicile,Luxembourg,Allemagne,22.1,13.95554752
Domicile,Luxembourg,Allemagne,100.6,15.57351248
Domicile,Luxembourg,Allemagne,54.6,15.57351248
Domicile,Luxembourg,Allemagne,60.8,16.15240869
Domicile,Luxembourg,Allemagne,49.1,16.15240869
Domicile,Luxembourg,Allemagne,24,18.69774736
Domicile,Luxembourg,Allemagne,55.9,19.76780302
Domicile,Luxembourg,Allemagne,36.5,20.81844205
Domicile,Luxembourg,Allemagne,52.5,20.81844205
Domicile,Luxembourg,Allemagne,30.5,20.81844205
Domicile,Luxembourg,Allemagne,43.7,20.81844205
Domicile,Luxembourg,Allemagne,37.7,21.76321462
Domicile,Luxembourg,Allemagne,53.2,22.47964567
Domicile,Luxembourg,Allemagne,74.7,23.23207074
Domicile,Allemagne,Allemagne,19.5,23.23207074
Domicile,Allemagne,Allemagne,11.5,23.23207074
Domicile,Luxembourg,Allemagne,46.7,23.38571428
Domicile,Luxembourg,Allemagne,77.8,23.73516243
Domicile,Luxembourg,Allemagne,26.8,27.54306147
Domicile,Luxembourg,Allemagne,49.9,27.54306147
Domicile,Luxembourg,Allemagne,26.9,31.95318077
Domicile,Luxembourg,Allemagne,85.4,32.4765514
Domicile,Luxembourg,Allemagne,35,63.47302356
Domicile,Luxembourg,Allemagne,15.4,92.27796851
Domicile,Allemagne,Allemagne,14.1,26.91964302
Domicile,Luxembourg,Allemagne,10.2,55.21951489
Domicile,Luxembourg,Allemagne,53.4,6.535058822
Domicile,Luxembourg,Allemagne,26.8,10.13700728
Domicile,Luxembourg,Allemagne,96.7,11.73003536
Domicile,Luxembourg,Allemagne,40.1,19.66716074
Domicile,Luxembourg,Allemagne,51.2,23.23207074
Domicile,Luxembourg,Allemagne,51.4,23.23207074
Domicile,Luxembourg,Allemagne,55.7,27.54306147
Domicile,Allemagne,Allemagne,16.2,3.334734886
Domicile,Luxembourg,Allemagne,32.8,3.927485636
Domicile,Luxembourg,Allemagne,4.3,4.220369535
Domicile,Luxembourg,Allemagne,22.3,4.283352029
Domicile,Luxembourg,Allemagne,41.2,4.970542274
Domicile,Luxembourg,Allemagne,76.2,5.988617832
Domicile,Luxembourg,Allemagne,63.8,5.988617832
Domicile,Luxembourg,Allemagne,48.7,5.988617832
Domicile,Luxembourg,Allemagne,29.1,6.018515272
Domicile,Luxembourg,Allemagne,45.5,6.260390417
Domicile,Luxembourg,Allemagne,36.5,6.291644649
Domicile,Luxembourg,Allemagne,39.1,6.46647845
Domicile,Luxembourg,Allemagne,86.5,6.541172605
Domicile,Luxembourg,Allemagne,38.2,6.682920497
Domicile,Luxembourg,Allemagne,38.2,6.682920497
Domicile,Allemagne,Allemagne,9.7,6.716284158
Domicile,Luxembourg,Allemagne,31.7,6.722567484
Domicile,Luxembourg,Allemagne,48.7,6.827639483
Domicile,Luxembourg,Allemagne,9.4,7.106160286
Domicile,Luxembourg,Allemagne,70.8,7.405274414
Domicile,Luxembourg,Allemagne,51,7.447528948
Domicile,Luxembourg,Allemagne,34.9,7.570560004
Domicile,Luxembourg,Allemagne,68.4,7.610406728
Domicile,Luxembourg,Allemagne,48.1,7.780137826
Domicile,Luxembourg,Allemagne,37.1,7.869915961
Domicile,Luxembourg,Allemagne,64.7,7.96257163
Domicile,Luxembourg,Allemagne,39.2,7.96257163
Domicile,Luxembourg,Allemagne,34,7.96257163
Domicile,Luxembourg,Allemagne,34,7.96257163
Domicile,Luxembourg,Allemagne,49.8,7.96257163
Domicile,Allemagne,Allemagne,177,8.249414578
Domicile,Luxembourg,Allemagne,50.4,8.662093486
Domicile,Luxembourg,Allemagne,52.7,8.779412333
Domicile,Luxembourg,Allemagne,50,9.185307641
Domicile,Luxembourg,Allemagne,55.2,9.209022078
Domicile,Luxembourg,Allemagne,30.7,9.430533861
Domicile,Luxembourg,Allemagne,41.2,9.496091307
Domicile,Luxembourg,Allemagne,71.1,9.617050794
Domicile,Allemagne,Allemagne,9.7,9.808696536
Domicile,Luxembourg,Allemagne,32.1,9.871908193
Domicile,Luxembourg,Allemagne,47,10
Domicile,Luxembourg,Allemagne,35.3,10.00853827
Domicile,Luxembourg,Allemagne,6.4,10.13700728
